name_en	name_mm
Hle Gu (Pyi Taw Thar)	လှည်းကူး (ပြည်တော်သာ)
Mee Thet (Bago Road)	မီးသတ် (ပဲခူးလမ်း)
YanKin Ngar Lan (Bago Road)	ရန်ကင်း ၅ လမ်း (ပဲခူးလမ်း)
Ah Mhat Thone Lan Sone (Bago Road)	အမှတ် ၃ လမ်းဆုံ (ပဲခူးလမ်း)
Auk Gate (Bago Road)	အောက်ဂိတ် (ပဲခူးလမ်း)
Khun-hnat Mile	( ၇) မိုင်
Gate Haung (No 4 Main Road)	ဂိတ်ဟောင်း (အမှတ် (၄) လမ်းမကြီး)
HlawKar Tar Sone	လှော်ကားတာဆုံ
Taw Ywar Lay	တောရွာလေး
Taw Ywar Gyi	တောရွာကြီး
Thel Kone Ywar	သဲကုန်းရွာ
Thar Yar Kone	သာယာကုန်း
Kin Ma Lin	ကင်မလင်း
Thal Phyu	သဲဖြူ
Yay Kyaw	ရေကျော်
Phan Khar Kone	ဖန်ခါးကုန်း
Nyaung Ywar	ညောင်ရွာ
Kyauk Kone Ywar	ကျောက်ကုန်းရွာ
(Lay) Lan Htate	( ၄) လမ်းထိပ်
No (4) Lan Sone	အမှတ် (၄)လမ်းဆုံ
Ah Nout Kyaung Gyi	အနောက်ကျောင်းကြီး
Ngar Lan (Yuzana)	( ၅) လမ်း (ယုဇန)
Kye Su (Min Ye Kaung Pone Road)	ကျီစု (မင်းရဲကောင်းပုံလမ်း)
Tayar-Ngar Zay Lan Sone	၁၀၅ စျေးလမ်းဆုံ
Kyaung Shae (Hlaw Kar Road)	ကျောင်းရှေ့ (လှော်ကားလမ်း)
Yone Lan	ရုံးလမ်း
Aung Myint Mo Eain Yar	အောင်မြင့်မိုရ်အိမ်ရာ
Lan Sone (HlawKar YoMa Yeik Thar)	လမ်းဆုံ (လှော်ကားရိုးမရိပ်သာ)
Lay-Sal Gate Haung	၄၀ ဂိတ်ဟောင်း
Htauk Kyant (Gate Yin)	ထောက်ကြန့် (ဂိတ်ရင်း)
Tayar-Chauk Tat Yin	( ၁၀၆) တပ်ရင်း
Thakhin Mya Pan Chan (Lower KyiMyintDaing Road)	သခင်မြပန်းခြံ (အောက်ကြည်မြင်တိုင် လမ်း)
Bu Tar Gyi	ဘူတာကြီး
Aung San Kwin (Upper PanSoeDan Road)	အောင်ဆန်းကွင်း (အထက်ပန်းဆိုးတန်း လမ်း)
Bu Tar Gyi Win	ဘူတာကြီးဝန်း
Ah Phyuk	အဖျောက်
Ah Phyuk Tar Sone	အဖျောက်တာဆုံ
SaKar Gyi	ဆကာကြီး
Taw La Ti	တော်လတီ
Yay Paw Thaung Tadar	ရေပေါ်သောင်တံတား
Kyuu Taw	ကျူတော
Moke Wa (WYU)	မုဒ်ဝ (WYU)
Kyauk Taw Gyee (Mindahma Road)	ကျောက်တော်ကြီး (မင်းဓမ္မလမ်း)
Yone Shae (DU)	ရုံးရှေ့ ( DU)
Moke Oo (DU)	မုခ်ဦး (DU )
Gate Haung (YarZaDaRitz Road)	ဂိတ်ဟောင်း (ရာဇဓိရာဇ်လမ်း)
Zay Lan (YarZaDaRitz Road)	စျေးလမ်း (ရာဇဓိရာဇ်လမ်း)
Yone Shae (DU)	ရုံးရှေ့(DU)
Paya (Ngar) Suu	ဘုရား (၅) ဆူ
Sae-Shit Kone Htaik	( ၁၈) ကုန်းထိပ်
Pan Chan (KyaukTan)	ပန်းခြံ (ကျောက်တန်း)
Myoma Zay (KyaukTan)	မြို့မစျေး (ကျောက်တန်း)
(Nha-sae-thone) Gate	(၂၃) ဂိတ်
Pha Htee	ဖထီး
Sae-Nhit Lone Tan Kwae(Yan Shin Road)	( ၁၂)လုံးတန်းကွေ့ (ရန်ရှင်းလမ်း)
Sae-tit Lan (PoneNarMe)	၁၁ လမ်း (ပုဏ္ဏမီ)
Padauk Kwae (PoneNarMe Road)	ပိတောက်ကွေ့ (ပုဏ္ဏမီလမ်း)
Oh Eain (PoneNarMe Road-Dagon SateKan)	အိုးအိမ် (ပုဏ္ဏမီလမ်း - ဒဂုံဆိပ်ကမ်း)
Lay-sae-koe Gate Haung (Yadanar Road) TineYinThar Village	(၄၉) ဂိတ်ဟောင်း (ရတနာလမ်း) တိုင်းရင်းသား ကျေးရွာ
Thein Kyaung Lan Sone (Bago River Road)	သိမ်ချောင်းလမ်းဆုံ (ပဲခူးမြစ်လမ်း)
Ngar-sae-khun Lay Har Pyin Zay	57 လေဟာပြင်စျေး
Yay Khal Sine (NatMout Road)	ရေခဲဆိုင် (နတ်မောက်လမ်း)
Watt Su (ThuMaNa Road)	ဝက်စု (သုမနလမ်း)
Thone Sae Ngar Kwae	၃၅ ကွေ့
Myanmar Sar	မြန်မာစာ
46	46
Ngar Sal Kwae (YarZaThinGyan)	၅၀ ကွေ့ (ရာဇသင်္ကြန်)
Ngar Sal Zay	၅၀ စျေး
Chauk-sae-Tit	၆၁
GaYuNar Kwae	ဂရုဏကွေ့
Myittar Kwae	မေတ္တာကွေ့
Gate Haung (Thu Nandar)	ဂိတ်ဟောင်း (သုနန္ဒာ)
Sabal Phyu	စံပါယ်ဖြူ
Sae-Hnit Thama	(၁၂)သမ
Shwe Pyi Thar Lain Kone	ရွှေပြည်သာလိန်ကုန်း
Shit-sae-tit Gate Haung	၈၁ ဂိတ်ဟောင်း
Pale Lan Sone (ShwePyiThar)	ပုလဲလမ်းဆုံ (ရွှေပြည်သာ)
Ta Par Kwae	တစ်ပါကွေ့
Sae-Lay Lan Sone (Pale Road)	၁၄ လမ်းဆုံ (ပုလဲလမ်း)
Pyi Taw Thar (Ywarma)	ပြည်တော်သာ (ရွာမ)
Ywarma (BaYintNaung Road)	ရွာမ (ဘုရင့်နောင်လမ်း)
Kaw Htike Sat Yone	ကောထိုက်စက်ရုံ
Sae-Koe Lan Sone	၁၉ လမ်းဆုံ
Than Dinn (ShwePyiThar)	သံဒင်း (ရွှေပြည်သာ)
Shwe Gu MoeGote	ရွှေဂူမိုးကုတ်
Kyaung Shae (Than Din)	ကျောင်းရှေ့ (သံဒင်)
Than Din Zay	သံဒင်းစျေး
Ngwe Pale	ငွေပုလဲ
KaBar Lone	ကမ္ဘာလုံး
Than Dinn Mg	သံဒင်းမောင်
Thiri Mingalar Pat Lan	သီရိမင်္ဂလာပတ်လမ်း
Yuzana Eain Yar (Pan Chan)	ယုဇနအိမ်ယာ (ပန်းခြံ)
Ye Tat Yin	ရဲတပ်ရင်း
Ye Ah Kyat Ah Tat ThinTan Kyaung (Gate Yin)	ရဲအကြပ်အတတ်သင်ကျောင်း (ဂိတ်ရင်း)
Na Gyi Kwae	ဏကွေ့
YamaNya Saung	ရာမညဆောင်
Thone Thone Lone (No 3 Main Road)	သုံးသုံးလုံး (အမှတ် (၃) လမ်းမကြီး)
